sample_id,sample_index,audio_path,sample_rate,channels,midi_note,velocity,note_duration_seconds,render_duration_seconds,wave_frame_sample_01,wave_frame_normalized,wave_frame_raw,wave_frame_display,filter_cutoff_sample_01,filter_cutoff_normalized,filter_cutoff_raw,filter_cutoff_display,filter_resonance_sample_01,filter_resonance_normalized,filter_resonance_raw,filter_resonance_display,filter_drive_sample_01,filter_drive_normalized,filter_drive_raw,filter_drive_display,amp_attack_sample_01,amp_attack_normalized,amp_attack_raw,amp_attack_display,amp_decay_sample_01,amp_decay_normalized,amp_decay_raw,amp_decay_display,amp_sustain_sample_01,amp_sustain_normalized,amp_sustain_raw,amp_sustain_display,amp_release_sample_01,amp_release_normalized,amp_release_raw,amp_release_display,peak,peak_dbfs,audio_rms,rms_dbfs,dc_offset,stereo_difference_rms,is_silent,is_clipped,dc_to_rms_ratio,has_large_dc_offset
pilot_v1_00010,10,data\raw\audio\pilot_v1\pilot_v1_00010.wav,44100,1,60,0.8,1.5,3.0,0.2925384333357215,0.29253843426704407,74.88983917236328,74.889839,0.2690470805391669,0.44797587394714355,65.34091186523438,5.340912 semitones,0.976626924239099,0.7813015580177307,0.7813015580177307,78.130157%,0.5159942442551255,0.38699567317962646,7.739913463592529,7.739913dB,0.0993314916267991,0.0897325947880745,0.2134218066930771,0.002075 secs,0.8402608074247837,0.4440912902355194,1.056235671043396,1.244639 secs,0.3960724202916026,0.516857922077179,0.516857922077179,0.516858,0.4682012349367142,0.2638704180717468,0.6275947093963623,0.155138 secs,0.1719827651977539,-15.290301451912214,0.04338662223910925,-27.25288319009482,0.0010130208664774726,0.0,False,False,0.023348691697975113,False
pilot_v1_00011,11,data\raw\audio\pilot_v1\pilot_v1_00011.wav,44100,1,60,0.8,1.5,3.0,0.8053174903616309,0.8053174614906311,206.16127014160156,206.161270,0.5446204924955964,0.5995412468910217,84.74127960205078,24.741280 semitones,0.4361217077821493,0.34889736771583557,0.34889736771583557,34.889736%,0.1622193530201912,0.12166450917720795,2.4332902431488037,2.433290dB,0.5433828197419643,0.2673531174659729,0.6358780264854431,0.163492 secs,0.36539169028401375,0.27788710594177246,0.6609323024749756,0.190822 secs,0.8886222364380956,0.9108977913856506,0.9108977913856506,0.910898,0.9367952663451433,0.42787835001945496,1.017674446105957,1.072594 secs,0.2589308023452759,-11.736325658519869,0.061352139532479914,-24.243405750525056,-0.004404915162218327,0.0,False,False,0.07179725427320034,False
pilot_v1_00012,12,data\raw\audio\pilot_v1\pilot_v1_00012.wav,44100,1,60,0.8,1.5,3.0,0.9629814336076379,0.9629814624786377,246.52325439453125,246.523254,0.4015135867521167,0.5208324790000916,74.66655731201172,14.666557 semitones,0.18536522053182125,0.1482921838760376,0.1482921838760376,14.829218%,0.02620227448642254,0.019651705399155617,0.39303410053253174,0.393034dB,0.7153463633731008,0.3361385464668274,0.7994787096977234,0.408533 secs,0.08787630684673786,0.18075670301914215,0.4299153685569763,0.034161 secs,0.37437977734953165,0.49950382113456726,0.49950382113456726,0.499504,0.338600049726665,0.21851001679897308,0.5197086334228516,0.072952 secs,0.1906048208475113,-14.39732238444754,0.017732155846106885,-35.02476920772158,-0.0015264493904485106,0.0,False,False,0.08608368907290223,False
pilot_v1_00013,13,data\raw\audio\pilot_v1\pilot_v1_00013.wav,44100,1,60,0.8,1.5,3.0,0.44652500841766596,0.4465250074863434,114.3104019165039,114.310402,0.6612226637080312,0.6636724472045898,92.9500732421875,32.950073 semitones,0.7298210030421615,0.5838568210601807,0.5838568210601807,58.385681%,0.6686128964647651,0.5014596581459045,10.029192924499512,10.029193dB,0.14584513753652573,0.10833805799484253,0.2576734125614166,0.004408 secs,0.6130078751593828,0.364552766084671,0.8670596480369568,0.565192 secs,0.8508132612332702,0.8806505799293518,0.8806505799293518,0.880651,0.8071846896782517,0.3825146555900574,0.9097805619239807,0.685088 secs,0.1894763559103012,-14.44889952799143,0.0835097211581662,-21.565259328744123,0.001789262014524215,0.0,False,False,0.021425793185626603,False
pilot_v1_00014,14,data\raw\audio\pilot_v1\pilot_v1_00014.wav,44100,1,60,0.8,1.5,3.0,0.08585361205041409,0.08585361391305923,21.978525161743164,21.978525,0.03735404647886753,0.3205447196960449,49.02972412109375,-10.970276 semitones,0.2836127746850252,0.2268902212381363,0.2268902212381363,22.689022%,0.48388894740492105,0.3629167079925537,7.258334159851074,7.258334dB,0.49909264873713255,0.24963705241680145,0.593741774559021,0.124277 secs,0.920281876809895,0.47209861874580383,1.1228488683700562,1.589591 secs,0.1101386807858944,0.2881109416484833,0.2881109416484833,0.288111,0.5110105164349079,0.2788536846637726,0.6632311940193176,0.193491 secs,0.06974232196807861,-23.130071950460778,0.014698621470655844,-36.654467884302846,1.4583696058420302e-07,0.0,False,False,9.921812115193946e-06,False
pilot_v1_00015,15,data\raw\audio\pilot_v1\pilot_v1_00015.wav,44100,1,60,0.8,1.5,3.0,0.5671390052884817,0.5671390295028687,145.18759155273438,145.187592,0.7738716416060925,0.7256293892860413,100.88056182861328,40.880562 semitones,0.8641860513016582,0.6913488507270813,0.6913488507270813,69.134888%,0.8378774300217628,0.6284080743789673,12.568161010742188,12.568161dB,0.928503168746829,0.4214012622833252,1.0022692680358887,1.009108 secs,0.3790062414482236,0.28265219926834106,0.6722656488418579,0.204251 secs,0.602229343727231,0.6817834973335266,0.6817834973335266,0.681783,0.10492396913468838,0.1367233842611313,0.3251856565475464,0.011182 secs,0.19413666427135468,-14.237848737154355,0.05895185416472198,-24.59005061685921,-1.4483674713180033e-06,0.0,False,False,2.4568649991415142e-05,False
pilot_v1_00016,16,data\raw\audio\pilot_v1\pilot_v1_00016.wav,44100,1,60,0.8,1.5,3.0,0.6140311267226934,0.6140311360359192,157.1919708251953,157.191971,0.007406845688819885,0.3040737509727478,46.92144012451172,-13.078560 semitones,0.02839304320514202,0.022714434191584587,0.022714434191584587,2.271443%,0.22530424781143665,0.16897818446159363,3.379563808441162,3.379564dB,0.033066400326788425,0.06322655826807022,0.15037931501865387,0.000511 secs,0.5863553388044238,0.3552243709564209,0.844872772693634,0.509525 secs,0.80736487172544,0.8458918929100037,0.8458918929100037,0.845892,0.5527549926191568,0.2934642434120178,0.6979812383651733,0.237342 secs,0.20199698209762573,-13.893102380190182,0.02470317458819314,-32.14494464529858,8.03241061607023e-05,0.0,False,False,0.0032515701928890195,False
pilot_v1_00017,17,data\raw\audio\pilot_v1\pilot_v1_00017.wav,44100,1,60,0.8,1.5,3.0,0.10149585269391537,0.10149585455656052,25.982938766479492,25.982939,0.8062906917184591,0.7434598803520203,103.1628646850586,43.162865 semitones,0.5738115897402167,0.4590492844581604,0.4590492844581604,45.904930%,0.5788963912054896,0.43417230248451233,8.683445930480957,8.683446dB,0.6015911810100079,0.29063647985458374,0.6912556290626526,0.228326 secs,0.11148789059370756,0.1890207678079605,0.44957080483436584,0.040850 secs,0.28403910249471664,0.4272312819957733,0.4272312819957733,0.427231,0.08417511731386185,0.12946128845214844,0.30791333317756653,0.008989 secs,0.1871660202741623,-14.555459879791808,0.028838804886601545,-30.8004548248973,-2.7250726926292362e-06,0.0,False,False,9.449326015223675e-05,False
pilot_v1_00018,18,data\raw\audio\pilot_v1\pilot_v1_00018.wav,44100,1,60,0.8,1.5,3.0,0.4933829167857766,0.49338293075561523,126.3060302734375,126.306030,0.4325710842385888,0.5379140973091125,76.8530044555664,16.853004 semitones,0.37759427167475224,0.30207541584968567,0.30207541584968567,30.207542%,0.2694186167791486,0.20206396281719208,4.041279315948486,4.041279dB,0.7522499253973365,0.35089996457099915,0.8345875144004822,0.485163 secs,0.42169154807925224,0.29759204387664795,0.7077988982200623,0.250980 secs,0.5519123552367091,0.6415298581123352,0.6415298581123352,0.641530,0.3515425967052579,0.2230398952960968,0.5304825901985168,0.079193 secs,0.21307121217250824,-13.429504467863339,0.055298439786200554,-25.145742437849087,0.00014531778764564844,0.0,False,False,0.0026278822369580086,False
pilot_v1_00019,19,data\raw\audio\pilot_v1\pilot_v1_00019.wav,44100,1,60,0.8,1.5,3.0,0.978589222766459,0.9785892367362976,250.5188446044922,250.518845,0.6296464120969176,0.646305501461029,90.72710418701172,30.727104 semitones,0.9572077048942447,0.7657661437988281,0.7657661437988281,76.576614%,0.9117370583117008,0.6838027834892273,13.676055908203125,13.676056dB,0.3238158468157053,0.17952634394168854,0.4269890785217285,0.033240 secs,0.8804149888455868,0.45814529061317444,1.089661955833435,1.409831 secs,0.04424473363906145,0.23539578914642334,0.23539578914642334,0.235396,0.7576205646619201,0.36516720056533813,0.8685210347175598,0.569012 secs,0.18632639944553375,-14.594512164418678,0.02252228243302406,-32.947751994141285,-0.0027304281140904238,0.0,False,False,0.12123230059875464,False
pilot_v1_00020,20,data\raw\audio\pilot_v1\pilot_v1_00020.wav,44100,1,60,0.8,1.5,3.0,0.7584290644153953,0.7584290504455566,194.1578369140625,194.157837,0.29915084410458803,0.4645329713821411,67.46022033691406,7.460220 semitones,0.7103598220273852,0.5682878494262695,0.5682878494262695,56.828785%,0.7747438866645098,0.5810579061508179,11.621158599853516,11.621159dB,0.4330794168636203,0.22323176264762878,0.5309389233589172,0.079465 secs,0.6663761679083109,0.38323166966438293,0.9114859104156494,0.690240 secs,0.7186352098360658,0.774908185005188,0.774908185005188,0.774908,0.470898000523448,0.2648142874240875,0.6298395991325378,0.157369 secs,0.15387342870235443,-16.256727377801482,0.05005550492730912,-26.01096306775512,-0.011699761321186516,0.0,False,False,0.23373575670002678,True
pilot_v1_00021,21,data\raw\audio\pilot_v1\pilot_v1_00021.wav,44100,1,60,0.8,1.5,3.0,0.2769001265987754,0.27690011262893677,70.88642883300781,70.886429,0.5121057657524943,0.5816581845283508,82.4522476196289,22.452248 semitones,0.1268873754888773,0.10150989890098572,0.10150989890098572,10.150990%,0.42106022220104933,0.3157951533794403,6.315903186798096,6.315903dB,0.9869481306523085,0.44477924704551697,1.05787193775177,1.252369 secs,0.12510267831385136,0.19378593564033508,0.4609043598175049,0.045128 secs,0.19485125597566366,0.355881005525589,0.355881005525589,0.355881,0.8769700936973095,0.4069395363330841,0.9678731560707092,0.877554 secs,0.20777985453605652,-13.647931242212882,0.0432693193623555,-27.276398726253422,8.594612989945813e-05,0.0,False,False,0.0019863064907425293,False
pilot_v1_00022,22,data\raw\audio\pilot_v1\pilot_v1_00022.wav,44100,1,60,0.8,1.5,3.0,0.13023538142442703,0.13023537397384644,33.34025573730469,33.340256,0.1398424245417118,0.3769133388996124,56.24490737915039,-3.755093 semitones,0.8211195906624198,0.6568956971168518,0.6568956971168518,65.689568%,0.7304769651964307,0.5478577017784119,10.957154273986816,10.957154dB,0.6493255915120244,0.3097302317619324,0.736668586730957,0.294502 secs,0.341785010881722,0.2696247398853302,0.6412808895111084,0.169119 secs,0.9535701386630535,0.962856113910675,0.962856113910675,0.962856,0.6755856582894921,0.33645498752593994,0.8002313375473022,0.410074 secs,0.12358857691287994,-18.16043337021319,0.05176322981245445,-25.719572666120737,-9.9029834794649e-08,0.0,False,False,1.9131309068898556e-06,False
pilot_v1_00023,23,data\raw\audio\pilot_v1\pilot_v1_00023.wav,44100,1,60,0.8,1.5,3.0,0.6469363048672676,0.646936297416687,165.61569213867188,165.615692,0.9228638280183077,0.8075751066207886,111.36961364746094,51.369614 semitones,0.2796240132302046,0.22369921207427979,0.22369921207427979,22.369921%,0.0883721150457859,0.0662790834903717,1.325581669807434,1.325582dB,0.20429757982492447,0.13171903789043427,0.31328320503234863,0.009633 secs,0.8669149102643132,0.4534201920032501,1.0784237384796143,1.352564 secs,0.4453823287039995,0.5563058853149414,0.5563058853149414,0.556306,0.20701547246426344,0.17245541512966156,0.41017141938209534,0.028305 secs,0.22222448885440826,-13.064161681232116,0.06049497572882752,-24.365613863596685,-0.00020464418775191745,0.0,False,False,0.003382829487679237,False
pilot_v1_00024,24,data\raw\audio\pilot_v1\pilot_v1_00024.wav,44100,1,60,0.8,1.5,3.0,0.7328673843294382,0.7328673601150513,187.61404418945312,187.614044,0.4451974332332611,0.5448585748672485,77.74189758300781,17.741898 semitones,0.8049317160621285,0.6439453959465027,0.6439453959465027,64.394539%,0.4423306416720152,0.33174797892570496,6.634959697723389,6.634960dB,0.5067659066990018,0.2527063488960266,0.601041853427887,0.130503 secs,0.9530227035284042,0.48355793952941895,1.1501039266586304,1.749638 secs,0.6590423351153731,0.72723388671875,0.72723388671875,0.727234,0.39492802042514086,0.2382248044013977,0.566598653793335,0.103063 secs,0.23462387919425964,-12.592555780084162,0.060639847736090866,-24.344837957367865,-0.004182615100991276,0.0,False,False,0.06897469662513547,False
pilot_v1_00025,25,data\raw\audio\pilot_v1\pilot_v1_00025.wav,44100,1,60,0.8,1.5,3.0,0.24743219651281834,0.24743220210075378,63.34264373779297,63.342644,0.7439584042876959,0.7091771364212036,98.77467346191406,38.774673 semitones,0.3581784665584564,0.28654277324676514,0.28654277324676514,28.654278%,0.8618709733709693,0.6464032530784607,12.928065299987793,12.928065dB,0.0773545503616333,0.0809418186545372,0.19251364469528198,0.001374 secs,0.4742480218410492,0.3159868121147156,0.7515493631362915,0.319029 secs,0.1823616111651063,0.34588930010795593,0.34588930010795593,0.345889,0.9886451652273536,0.4460258185863495,1.0608367919921875,1.266468 secs,0.18010294437408447,-14.889583743057972,0.023440134417756758,-32.600798043588625,2.350995681676163e-05,0.0,False,False,0.0010029787542068008,False
pilot_v1_00026,26,data\raw\audio\pilot_v1\pilot_v1_00026.wav,44100,1,60,0.8,1.5,3.0,0.34720238763839006,0.3472023904323578,88.8838119506836,88.883812,0.11965783033519983,0.3658117949962616,54.823909759521484,-5.176090 semitones,0.6640435354784131,0.5312348008155823,0.5312348008155823,53.123482%,0.0484848553314805,0.036363642662763596,0.7272728681564331,0.727273dB,0.2866068063303828,0.16464272141456604,0.39158955216407776,0.023514 secs,0.05495952721685171,0.16923584043979645,0.40251392126083374,0.026250 secs,0.9192453343421221,0.9353962540626526,0.9353962540626526,0.935396,0.6929614115506411,0.34253647923469543,0.8146956562995911,0.440536 secs,0.10802221298217773,-19.32973859699288,0.034196492764281564,-29.320368669067864,-0.00087188602774286,0.0,False,False,0.02549635817195704,False
pilot_v1_00027,27,data\raw\audio\pilot_v1\pilot_v1_00027.wav,44100,1,60,0.8,1.5,3.0,0.8599970610812306,0.859997034072876,220.15924072265625,220.159241,0.817102319560945,0.7494062781333923,103.92400360107422,43.924004 semitones,0.2358296550810337,0.18866372108459473,0.18866372108459473,18.866371%,0.6326679661870003,0.47450098395347595,9.490019798278809,9.490020dB,0.8561093416064978,0.3924437463283539,0.9333961009979248,0.759039 secs,0.5175901418551803,0.33115655183792114,0.7876294255256653,0.384847 secs,0.42691172286868095,0.5415293574333191,0.5415293574333191,0.541529,0.16174617409706116,0.15661115944385529,0.3724871277809143,0.019251 secs,0.27688834071159363,-11.15390662515534,0.03607621600437103,-28.85558042847984,-0.006292224318531973,0.0,False,False,0.17441475341453774,True
pilot_v1_00028,28,data\raw\audio\pilot_v1\pilot_v1_00028.wav,44100,1,60,0.8,1.5,3.0,0.8926467029377818,0.8926467299461365,228.51756286621094,228.517563,0.23645362723618746,0.43004950881004333,63.04633712768555,3.046337 semitones,0.48655517771840096,0.3892441391944885,0.3892441391944885,38.924416%,0.5576860439032316,0.4182645380496979,8.365290641784668,8.365291dB,0.9026209032163024,0.41104835271835327,0.9776456952095032,0.913537 secs,0.8103871950879693,0.43363550305366516,1.0313674211502075,1.131498 secs,0.8198539838194847,0.8558831810951233,0.8558831810951233,0.855883,0.5628602588549256,0.29700109362602234,0.7063933610916138,0.248993 secs,0.09770412743091583,-20.201741789573596,0.03162516327488647,-29.999344472560185,-0.007385701895541274,0.0,False,False,0.23353877516282284,True
pilot_v1_00029,29,data\raw\audio\pilot_v1\pilot_v1_00029.wav,44100,1,60,0.8,1.5,3.0,0.37620517890900373,0.376205176115036,96.30852508544922,96.308525,0.9492837665602565,0.8221060633659363,113.22957611083984,53.229576 semitones,0.9108804212883115,0.7287043333053589,0.7287043333053589,72.870430%,0.13811522629112005,0.10358642041683197,2.071728467941284,2.071728dB,0.45856873877346516,0.233427494764328,0.5551886558532715,0.095008 secs,0.27301903162151575,0.24555668234825134,0.5840369462966919,0.116349 secs,0.34363250993192196,0.47490599751472473,0.47490599751472473,0.474906,0.031650896184146404,0.11107782274484634,0.2641897201538086,0.004872 secs,0.20098987221717834,-13.936516518357301,0.013252341057927634,-37.55414791570197,0.00012529632019805137,0.0,False,False,0.009454655569937836,False
pilot_v1_00030,30,data\raw\audio\pilot_v1\pilot_v1_00030.wav,44100,1,60,0.8,1.5,3.0,0.031174514442682266,0.031174514442682266,7.98067569732666,7.980676,0.32741792872548103,0.48007988929748535,69.45022583007812,9.450226 semitones,0.10693560540676117,0.08554848283529282,0.08554848283529282,8.554849%,0.951440297998488,0.7135802507400513,14.271604537963867,14.271605dB,0.187352211214602,0.12494087964296341,0.29716190695762634,0.007798 secs,0.19770914874970913,0.21919818222522736,0.5213453769683838,0.073876 secs,0.5703833969309926,0.6563067436218262,0.6563067436218262,0.656307,0.2672190573066473,0.19352667033672333,0.4602877199649811,0.044887 secs,0.15674589574337006,-16.096076439526104,0.04358435550392114,-27.21338743369946,-3.37236829525693e-06,0.0,False,False,7.737566051546934e-05,False
pilot_v1_00031,31,data\raw\audio\pilot_v1\pilot_v1_00031.wav,44100,1,60,0.8,1.5,3.0,0.5124745704233646,0.5124745965003967,131.19349670410156,131.193497,0.6108065862208605,0.6359436511993408,89.40078735351562,29.400787 semitones,0.5576432356610894,0.44611459970474243,0.44611459970474243,44.611462%,0.36740974336862564,0.2755573093891144,5.511146068572998,5.511146dB,0.7402455545961857,0.3460982143878937,0.8231669664382935,0.459147 secs,0.7189337816089392,0.4016268253326416,0.9552373290061951,0.832617 secs,0.07856910210102797,0.26285529136657715,0.26285529136657715,0.262855,0.8609265126287937,0.4013242721557617,0.9545177221298218,0.830111 secs,0.21350346505641937,-13.411901443910686,0.04518956847317557,-26.899236116776475,1.3341407993302024e-07,0.0,False,False,2.9523202907373314e-06,False
pilot_v1_00032,32,data\raw\audio\pilot_v1\pilot_v1_00032.wav,44100,1,60,0.8,1.5,3.0,0.5238420944660902,0.5238420963287354,134.10357666015625,134.103577,0.19871261715888977,0.40929195284843445,60.38936996459961,0.389370 semitones,0.9976054793223739,0.7980843782424927,0.7980843782424927,79.808441%,0.07558054756373167,0.05668541043996811,1.1337082386016846,1.133708dB,0.3764360947534442,0.20057444274425507,0.4770502746105194,0.051791 secs,0.5010204333811998,0.3253571391105652,0.7738359570503235,0.358588 secs,0.5373727222904563,0.629898190498352,0.629898190498352,0.629898,0.9742793710902333,0.44099777936935425,1.0488779544830322,1.210319 secs,0.21961143612861633,-13.166900960374013,0.0511593006307201,-25.821508022841538,1.096770025176826e-06,0.0,False,False,2.1438331088487132e-05,False
